user_id,nama_user,kodepos,email,buyer,seller,lokasi
75,"Ir. Michelle Budiyanto, M.Pd",57540,xsalahudin@hotmail.com,True,False,"Jawa Tengah, Yogyakarta"
76,Ira Damanik,23036,"bakti54@hotmail.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
77,Ir. Narji Laksita,77834,"khastuti@gmail.com,",True,False,Kalimantan
78,Lutfan Yolanda,7211,"halimkemba@gmail.com,",True,False,Kalimantan
79,"drg. Septi Saptono, S.IP",7242,ousamah@yahoo.com,True,False,Kalimantan
80,Yunita Maheswara,92935,"ajimin63@hotmail.com,",True,False,"Sulawesi, Maluku, Papua"
81,Padmi Pratiwi,35730,"qjanuar@cv.edu,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
82,Titi Purnawati,52313,"asmunisinaga@pd.org,",True,False,"Jawa Tengah, Yogyakarta"
83,Gaduh Kusumo,91008,"suartiniwahyu@ud.co.id,",True,False,"Sulawesi, Maluku, Papua"
84,"Zelaya Lazuardi, S.T.",46926,dacin70@pt.or.id,True,False,"Banten, Jawa Barat"
85,Laila Jailani,35286,"rahimahlala@yahoo.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
86,Tgk. Tami Pratiwi,9508,"zutama@gmail.com,",True,False,"Sulawesi, Maluku, Papua"
87,Kasiyah Situmorang,65423,"dongorangamanto@yahoo.com,",True,False,Jawa Timur
88,Najib Mandala,56704,"phidayat@ud.gov,",True,False,"Jawa Tengah, Yogyakarta"
89,"Lulut Pangestu, S.Ked",30658,wisnuwahyuni@pt.edu,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
90,Jefri Napitupulu,2686,"yuniarharjo@cv.sch.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
91,Caturangga Maryati,93680,"raharja41@gmail.com,",True,False,"Sulawesi, Maluku, Papua"
92,Upik Wacana,13500,"betania22@hotmail.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
93,Tedi Marpaung,22712,"lwibisono@yahoo.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
94,Anastasia Safitri,58082,"zriyanti@perum.mil.id,",True,False,"Jawa Tengah, Yogyakarta"
95,"dr. Galuh Hastuti, S.IP",51178,langgeng86@pt.ponpes.id,True,False,"Jawa Tengah, Yogyakarta"
96,"drg. Fathonah Januar, S.IP",55323,astutimalik@hotmail.com,True,False,"Jawa Tengah, Yogyakarta"
97,dr. Pangeran Salahudin,67057,"prayogamulyanto@pd.net,",True,False,Jawa Timur
98,Baktiono Sirait,13617,"cawisono80@cv.gov,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
99,Galak Wibisono,44873,"waskitahumaira@hotmail.com,",True,False,"Banten, Jawa Barat"
100,"Dr. Sakura Puspasari, S.Ked",25073,prasastavirman@hotmail.com,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
101,Dina Pratama,26414,"hilda87@cv.or.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
102,Oliva Tamba,4251,"adriansyahcager@hotmail.com,",True,False,"Banten, Jawa Barat"
103,Mursinin Maryati,81617,"dabukkehari@hotmail.com,",True,False,"Bali, Nusa Tenggara"
104,Ratna Kuswandari,24316,"umegantara@hotmail.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
105,Jamalia Prasetya,91409,"waluyokarman@hotmail.com,",True,False,"Sulawesi, Maluku, Papua"
106,Siska Agustina,50751,"lailasariadiarja@hotmail.com,",True,False,"Jawa Tengah, Yogyakarta"
107,"Tgk. Cengkal Hutasoit, M.Ak",73594,nmelani@cv.int,True,False,Kalimantan
108,Dr. Dacin Melani,55214,"unurdiyanti@cv.go.id,",True,False,"Jawa Tengah, Yogyakarta"
109,Asmianto Waskita,76324,"tinasihotang@ud.biz.id,",True,False,Kalimantan
110,Bambang Gunarto,85267,"praba03@gmail.com,",True,False,"Bali, Nusa Tenggara"
111,"Ir. Gabriella Sitompul, M.Ak",82240,febi47@gmail.com,True,False,"Bali, Nusa Tenggara"
112,Wirda Aryani,98330,"jabal60@gmail.com,",True,False,"Sulawesi, Maluku, Papua"
113,"T. Empluk Mandasari, S.IP",19569,gunartoana@perum.org,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
114,Unjani Wijayanti,30435,"putri12@pt.int,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
115,"Cut Ulya Firmansyah, S.E.",93634,olga49@hotmail.com,True,False,"Sulawesi, Maluku, Papua"
116,"Raisa Habibi, S.Ked",76257,lala04@hotmail.com,True,False,Kalimantan
117,"Drs. Indah Megantara, M.TI.",68064,clara21@pt.ac.id,True,False,Jawa Timur
118,Dewi Novitasari,52071,"emplukprastuti@yahoo.com,",True,False,"Jawa Tengah, Yogyakarta"
119,"Ika Dongoran, M.Pd",76097,nalarusamah@yahoo.com,True,False,Kalimantan
120,"Cakrawangsa Prasetyo, S.T.",11387,gambira74@ud.net.id,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
121,KH. Caket Farida,16985,"mandalanaradi@yahoo.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
122,"R.M. Banara Hastuti, S.Pd",30000,daryani04@ud.mil.id,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
123,"Fitria Firmansyah, S.I.Kom",97851,nasyidahcandra@gmail.com,True,False,"Sulawesi, Maluku, Papua"
124,dr. Diana Hutagalung,53504,"suci93@pd.net,",True,False,"Jawa Tengah, Yogyakarta"
125,Rafi Utama,68505,"enteng51@yahoo.com,",True,False,Jawa Timur
126,Cager Laksmiwati,36709,"pia10@yahoo.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
127,Dr. Lidya Purnawati,42012,"mansurajiman@pd.edu,",True,False,"Banten, Jawa Barat"
128,Sutan Budi Namaga,99226,"zsitumorang@hotmail.com,",True,False,"Sulawesi, Maluku, Papua"
129,Yance Simanjuntak,39755,"wpratama@pd.mil.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
130,Prasetyo Situmorang,90012,"wira86@hotmail.com,",True,False,"Sulawesi, Maluku, Papua"
131,"drg. Zahra Lazuardi, M.Farm",60699,ajeng72@pt.co.id,True,False,Jawa Timur
132,drg. Nyoman Wastuti,76369,"wijayawaluyo@hotmail.com,",True,False,Kalimantan
133,Heryanto Hardiansyah,52424,"permadisabri@pt.go.id,",True,False,"Jawa Tengah, Yogyakarta"
134,"Alambana Irawan, S.Sos",93322,kuncarapurwanti@cv.net,True,False,"Sulawesi, Maluku, Papua"
135,Aisyah Damanik,92371,"harto99@cv.mil,",True,False,"Sulawesi, Maluku, Papua"
136,Among Nugroho,36055,"wakimanlazuardi@yahoo.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
137,"Cut Farah Widodo, M.M.",31791,patricia22@gmail.com,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
138,Nrima Dongoran,8154,"hassanahluwar@yahoo.com,",True,False,"Bali, Nusa Tenggara"
139,Raharja Rajasa,23966,"tsuryono@gmail.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
140,Daliman Usamah,20637,"hartatiendra@yahoo.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
141,Halima Yuliarti,92711,"damu64@ud.org,",True,False,"Sulawesi, Maluku, Papua"
142,Puput Uyainah,42859,"damarlaksmiwati@gmail.com,",True,False,"Banten, Jawa Barat"
143,Intan Uwais,32562,"latifsitompul@yahoo.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
144,R. Nilam Suwarno,79862,"maidasamosir@perum.biz.id,",True,False,Kalimantan
145,Zahra Narpati,31547,"vsaptono@perum.web.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
146,Natalia Astuti,13078,"yanggraini@gmail.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
147,"Ir. Shania Padmasari, S.Psi",34615,ghasanah@yahoo.com,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
148,Nabila Hariyah,19707,"nrimaanggraini@pt.net.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
149,Mila Latupono,74052,"hassanahoman@gmail.com,",True,False,Kalimantan
150,"drg. Capa Namaga, S.Pd",14857,saefullahrama@hotmail.com,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
151,Estiono Usamah,29044,"lbudiyanto@hotmail.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
152,Paramita Maryadi,44613,"shariyah@ud.go.id,",True,False,"Banten, Jawa Barat"
153,Lala Sihotang,67539,"bdamanik@pd.sch.id,",True,False,Jawa Timur
154,Ilsa Palastri,90814,"susantigalak@pt.com,",True,False,"Sulawesi, Maluku, Papua"
155,R.M. Lamar Gunarto,22217,"wage92@pt.gov,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
156,Nabila Situmorang,4313,"rajataabyasa@ud.com,",True,False,"Banten, Jawa Barat"
157,"Luthfi Pradana, M.TI.",21539,danang67@gmail.com,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
158,Cemani Sitorus,60040,"karsana92@pd.web.id,",True,False,Jawa Timur
159,Nyana Agustina,70321,"sari35@hotmail.com,",True,False,Kalimantan
160,Edi Rahimah,92811,"npertiwi@ud.ac.id,",True,False,"Sulawesi, Maluku, Papua"
161,Dina Lailasari,66716,"simonmaryati@hotmail.com,",True,False,Jawa Timur
162,Martana Anggriawan,51930,"gamaniprakasa@pd.net,",True,False,"Jawa Tengah, Yogyakarta"
163,Olga Salahudin,46006,"prakasagaman@perum.net.id,",True,False,"Banten, Jawa Barat"
164,Puti Tantri Ramadan,13233,"kenes65@yahoo.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
165,Rina Hakim,19470,"bsihotang@ud.ponpes.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
166,Fitria Narpati,24174,"bprabowo@perum.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
167,"drg. Hana Sudiati, S.IP",2893,ramadandiah@cv.desa.id,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
168,Hilda Sitorus,54561,"labuhhassanah@perum.web.id,",True,False,"Jawa Tengah, Yogyakarta"
169,Amelia Napitupulu,72582,"wacanaraharja@yahoo.com,",True,False,Kalimantan
170,Nasrullah Hutagalung,53657,"lhidayanto@cv.co.id,",True,False,"Jawa Tengah, Yogyakarta"
171,Dr. Sidiq Thamrin,22203,"silviahidayat@gmail.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
172,Ridwan Nashiruddin,51932,"agustinamartana@cv.int,",True,False,"Jawa Tengah, Yogyakarta"
173,"Cici Anggriawan, S.Kom",81235,lailasarigara@pd.go.id,True,False,"Bali, Nusa Tenggara"
174,R. Tania Pangestu,70447,"psuryono@pt.int,",True,False,Kalimantan
175,"Belinda Gunawan, S.Farm",39274,santosogarang@cv.gov,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
176,Oman Novitasari,74865,"intan94@pd.mil,",True,False,Kalimantan
177,Vero Prasetya,83643,"karmanlatupono@pt.com,",True,False,"Bali, Nusa Tenggara"
178,Elisa Padmasari,74643,"hartanairawan@gmail.com,",True,False,Kalimantan
179,Amalia Tamba,48359,"salimah84@pd.ponpes.id,",True,False,"Banten, Jawa Barat"
180,Mulyono Utami,92325,"evamandala@hotmail.com,",True,False,"Sulawesi, Maluku, Papua"
181,dr. Laras Salahudin,25730,"rikapratiwi@pt.int,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
182,"Ganjaran Firmansyah, S.Ked",85996,zulaikaluwes@yahoo.com,True,False,"Bali, Nusa Tenggara"
183,Endra Yuniar,91631,"aanggraini@gmail.com,",True,False,"Sulawesi, Maluku, Papua"
184,"Utama Najmudin, M.M.",47192,mulyanto41@pd.mil.id,True,False,"Banten, Jawa Barat"
185,Aswani Novitasari,6687,"sakura37@pt.edu,",True,False,Jawa Timur
186,Cakrajiya Maryati,40160,"smaheswara@gmail.com,",True,False,"Banten, Jawa Barat"
187,Prima Usamah,93828,"puspasaritira@gmail.com,",True,False,"Sulawesi, Maluku, Papua"
188,"Anastasia Najmudin, M.M.",44752,baktiono01@gmail.com,True,False,"Banten, Jawa Barat"
189,"Dr. Betania Nasyiah, M.Farm",400,marbungangsar@ud.sch.id,True,False,"Banten, Jawa Barat"
190,"Shania Riyanti, S.H.",26343,dariatinasyiah@pd.go.id,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
191,Puti Yani Tamba,39551,"znuraini@yahoo.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
192,"Ifa Mahendra, S.Pt",84714,nadia25@pd.org,True,False,"Bali, Nusa Tenggara"
193,Sari Nurdiyanti,82573,"fnurdiyanti@ud.ponpes.id,",True,False,"Bali, Nusa Tenggara"
194,Halim Nuraini,25366,"chassanah@pd.ac.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
195,Zaenab Samosir,31492,"vusamah@perum.edu,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
196,Daniswara Salahudin,10436,"riyantiasmianto@gmail.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
197,Makara Farida,8363,"lailasarilalita@perum.or.id,",True,False,"Bali, Nusa Tenggara"
198,Purwadi Adriansyah,20356,"pradiptakiandra@pd.web.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
199,"drg. Satya Mardhiyah, M.Kom.",10760,lasmanto17@yahoo.com,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
200,"Dr. Kiandra Lestari, S.E.",20801,sitompulkartika@hotmail.com,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
201,"Hj. Faizah Prabowo, M.Pd",69149,purwa52@yahoo.com,True,False,Jawa Timur
202,Saiful Mulyani,42114,"samsul65@perum.mil.id,",True,False,"Banten, Jawa Barat"
203,"drg. Ade Sihombing, M.TI.",69595,halimatampubolon@gmail.com,True,False,Jawa Timur
204,dr. Diah Namaga,53580,"kmegantara@yahoo.com,",True,False,"Jawa Tengah, Yogyakarta"
205,Putri Oktaviani,3993,"purwantigaluh@cv.web.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
206,Qori Mahendra,63251,"cager29@gmail.com,",True,False,Jawa Timur
207,Azalea Simbolon,43484,"keziawaluyo@pd.or.id,",True,False,"Banten, Jawa Barat"
208,"Fathonah Saefullah, M.Pd",39988,betanianuraini@ud.mil,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
209,"Safina Prakasa, M.TI.",97390,xhasanah@ud.mil.id,True,False,"Sulawesi, Maluku, Papua"
210,Drs. Harsana Oktaviani,5763,"lramadan@pd.ponpes.id,",True,False,"Jawa Tengah, Yogyakarta"
211,"Kiandra Gunarto, S.Ked",28132,habibibakiono@hotmail.com,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
212,Talia Wastuti,95138,"asihotang@cv.net.id,",True,False,"Sulawesi, Maluku, Papua"
213,Jayadi Palastri,5055,"parman55@cv.or.id,",True,False,"Jawa Tengah, Yogyakarta"
214,Opung Anggraini,2462,"koktaviani@gmail.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
215,Emin Mustofa,40480,"emong26@cv.id,",True,False,"Banten, Jawa Barat"
216,Hadi Rahimah,26996,"drajatgunarto@gmail.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
217,Jaga Natsir,52993,"jkuswandari@gmail.com,",True,False,"Jawa Tengah, Yogyakarta"
218,KH. Gantar Prakasa,55024,"ibun68@gmail.com,",True,False,"Jawa Tengah, Yogyakarta"
219,"Febi Tarihoran, M.Kom.",3690,darijan58@hotmail.com,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
220,Farhunnisa Mandasari,41784,"crajasa@cv.id,",True,False,"Banten, Jawa Barat"
221,Queen Winarsih,51656,"nasyiahpraba@gmail.com,",True,False,"Jawa Tengah, Yogyakarta"
222,Dr. Dalima Hastuti,17171,"bahuraksa69@yahoo.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
223,T. Daniswara Kuswoyo,51751,"asitumorang@pt.net.id,",True,False,"Jawa Tengah, Yogyakarta"
224,"Hendri Manullang, S.H.",65923,akarsana50@gmail.com,True,False,Jawa Timur
225,"Rachel Kusumo, S.Farm",11166,kajen48@hotmail.com,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
226,"Laswi Pratiwi, M.Pd",9272,mangunsongtania@yahoo.com,True,False,"Sulawesi, Maluku, Papua"
227,Wage Nashiruddin,63508,"hardinasyidah@cv.org,",True,False,Jawa Timur
228,Alambana Setiawan,10189,"halima90@cv.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
229,Hj. Azalea Hasanah,28321,"taniamaryadi@yahoo.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
230,dr. Siska Nababan,14021,"lailasarimarwata@pd.web.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
231,"T. Bagus Wulandari, S.H.",57719,rudi91@hotmail.com,True,False,"Jawa Tengah, Yogyakarta"
232,"Bala Wijayanti, S.E.I",68173,vsihotang@yahoo.com,True,False,Jawa Timur
233,"Yani Nuraini, S.Kom",10809,mahendraelvin@perum.int,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
234,Ika Hasanah,24597,"iyuliarti@perum.org,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
235,Maria Saragih,41534,"uli46@ud.org,",True,False,"Banten, Jawa Barat"
236,"Drs. Farah Nasyiah, S.Psi",82199,hutapeausman@perum.go.id,True,False,"Bali, Nusa Tenggara"
237,Hasna Marpaung,83255,"cnababan@yahoo.com,",True,False,"Bali, Nusa Tenggara"
238,"Zalindra Manullang, S.E.",15347,wibisonovinsen@ud.id,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
239,Atma Setiawan,22855,"psamosir@yahoo.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
240,Kezia Suartini,33508,"titin63@cv.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
241,Harto Andriani,86331,"cawisadipratiwi@perum.mil,",True,False,"Bali, Nusa Tenggara"
